Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Dependents,Education,Self_Employed,Loan_Status
36.0,80163.0,597.0,60802.0,9,1,graduate,no,Approved
45.0,46471.0,724.0,45949.0,16,0,graduate,yes,Approved
55.0,47613.0,652.0,94013.0,30,1,not graduate,no,Approved
25.0,108807.0,658.0,180000.0,0,4,graduate,no,Rejected
46.0,50813.0,530.0,52533.0,23,3,graduate,no,Rejected
35.0,24232.0,837.0,26900.0,10,0,graduate,no,Approved
43.0,41519.0,636.0,78537.0,22,1,not graduate,no,Approved
32.0,36116.0,569.0,12422.0,7,4,graduate,no,Rejected
36.0,54230.0,678.0,28843.0,11,3,not graduate,no,Approved
50.0,37977.0,627.0,62503.0,27,3,not graduate,no,Approved
56.0,65049.0,620.0,65088.0,33,0,graduate,no,Approved
41.0,61362.0,640.0,112294.0,13,3,graduate,no,Approved
42.0,37877.0,725.0,60557.0,18,4,not graduate,no,Approved
24.0,36719.0,824.0,23351.0,1,4,graduate,no,Approved
48.0,72288.0,695.0,54555.0,20,0,graduate,no,Approved
48.0,88088.0,612.0,15867.0,25,4,not graduate,no,Rejected
34.0,59323.0,498.0,57959.0,14,3,not graduate,no,Rejected
40.0,85110.0,713.0,104506.0,18,2,graduate,no,Approved
55.0,74396.0,665.0,150377.0,33,4,graduate,no,Approved
34.0,69272.0,830.0,145983.0,8,3,graduate,yes,Approved
28.0,54237.0,667.0,85411.0,0,3,not graduate,no,Approved
49.0,71619.0,707.0,135381.0,22,3,graduate,no,Approved
53.0,105576.0,653.0,180000.0,30,4,graduate,no,Approved
25.0,95628.0,750.0,131356.0,0,3,graduate,yes,Approved
48.0,33772.0,683.0,36200.0,26,0,graduate,no,Approved
22.0,51575.0,518.0,95182.0,0,0,graduate,no,Rejected
28.0,34323.0,562.0,69797.0,7,0,graduate,no,Rejected
50.0,57341.0,574.0,124523.0,30,0,not graduate,no,Approved
31.0,71665.0,767.0,46069.0,6,4,graduate,no,Approved
53.0,90050.0,666.0,46506.0,29,3,not graduate,no,Approved
52.0,18000.0,725.0,25452.0,31,0,not graduate,no,Approved
49.0,18000.0,761.0,12763.0,21,4,graduate,no,Approved
29.0,30146.0,783.0,21232.0,8,2,graduate,no,Approved
60.0,80948.0,605.0,151386.0,33,4,graduate,no,Approved
59.0,57545.0,644.0,65298.0,34,2,not graduate,yes,Approved
36.0,70656.0,779.0,113273.0,14,4,graduate,no,Approved
23.0,80691.0,632.0,19778.0,0,3,graduate,no,Approved
48.0,38208.0,803.0,75677.0,20,1,graduate,no,Approved
55.0,65582.0,617.0,100528.0,29,1,graduate,no,Approved
37.0,25083.0,732.0,5000.0,8,2,graduate,no,Approved
36.0,86763.0,618.0,136922.0,16,1,graduate,no,Approved
45.0,84824.0,721.0,108118.0,25,1,not graduate,no,Approved
46.0,18000.0,669.0,28773.0,17,1,not graduate,yes,Approved
29.0,61848.0,648.0,103906.0,4,2,not graduate,no,Approved
60.0,70786.0,729.0,100535.0,35,0,graduate,no,Approved
40.0,96405.0,728.0,122179.0,20,0,graduate,no,Approved
25.0,58228.0,771.0,46952.0,0,2,graduate,yes,Approved
26.0,18000.0,792.0,9779.0,0,0,graduate,no,Approved
30.0,56022.0,646.0,44303.0,2,2,not graduate,no,Approved
52.0,61375.0,493.0,90452.0,26,4,graduate,yes,Rejected
31.0,30300.0,694.0,49915.0,6,0,graduate,no,Approved
49.0,61138.0,671.0,102940.0,29,3,graduate,no,Approved
46.0,76375.0,841.0,146897.0,20,2,graduate,no,Approved
21.0,52818.0,646.0,55247.0,0,0,not graduate,no,Approved
29.0,59821.0,665.0,119459.0,4,0,graduate,no,Approved
39.0,73267.0,721.0,114915.0,13,2,not graduate,no,Approved
36.0,68680.0,790.0,151491.0,8,3,graduate,no,Approved
41.0,39317.0,693.0,59124.0,20,1,graduate,no,Approved
24.0,18000.0,692.0,18851.0,0,1,not graduate,no,Approved
48.0,68655.0,817.0,29656.0,26,4,graduate,no,Approved
49.0,73110.0,806.0,50012.0,22,4,graduate,no,Approved
60.0,63301.0,782.0,64794.0,35,3,graduate,no,Approved
41.0,57275.01202749141,793.0,26798.0,17,1,graduate,no,Approved
38.0,26621.0,723.0,5000.0,16,0,graduate,no,Approved
41.0,27466.0,614.0,18156.0,19,2,not graduate,no,Rejected
37.0,57925.0,663.0,66872.0,12,0,not graduate,no,Approved
40.0,86834.0,714.0,180000.0,18,4,graduate,no,Approved
43.0,19658.0,656.0,19564.0,22,1,graduate,no,Approved
27.0,18000.0,575.0,10448.0,3,2,not graduate,no,Rejected
55.0,25422.0,703.0,28805.0,34,2,not graduate,no,Approved
23.0,32533.0,719.0,28909.0,0,4,graduate,no,Approved
38.0,84241.0,624.0,174860.0,11,2,not graduate,no,Rejected
53.0,43780.0,713.0,72074.0,25,3,graduate,yes,Approved
26.0,26849.0,680.0,8757.0,0,2,graduate,yes,Approved
57.0,60597.0,581.0,118389.0,30,0,graduate,no,Rejected
54.0,52186.0,654.0,90188.0,33,4,graduate,no,Approved
48.0,24035.0,771.0,5000.0,21,1,not graduate,no,Approved
59.0,33467.0,721.0,45241.0,35,0,not graduate,no,Approved
56.0,53039.0,677.0,98432.0,32,2,graduate,no,Approved
59.0,53456.0,682.0,37832.0,32,4,not graduate,no,Approved
36.0,70002.0,697.0,35030.0,10,1,not graduate,no,Approved
55.0,18000.0,603.0,16307.0,26,4,not graduate,no,Rejected
27.0,62311.0,810.0,120199.0,2,2,graduate,no,Approved
30.0,55655.0,631.0,70731.0,1,2,graduate,no,Approved
28.0,500.0,563.0,63009.0,6,0,graduate,no,Rejected
46.0,92322.0,716.0,153429.0,23,4,graduate,no,Approved
26.0,68921.0,749.0,102430.0,0,1,graduate,no,Approved
56.0,66020.0,850.0,44835.0,28,4,not graduate,yes,Approved
48.0,66318.0,640.0,70507.0,28,0,not graduate,no,Approved
22.0,89704.0,540.0,90469.0,0,2,graduate,no,Rejected
21.0,61159.0,626.0,79869.0,0,2,not graduate,no,Rejected
42.0,37437.0,634.0,66896.0,18,1,not graduate,yes,Approved
21.0,42336.0,679.0,31029.0,0,3,graduate,no,Approved
39.0,82414.0,762.0,60028.0,16,3,graduate,no,Approved
39.0,75642.0,601.0,155476.0,12,1,graduate,no,Rejected
46.0,76396.0,559.0,65085.0,26,4,graduate,no,Approved
48.0,110593.0,734.0,180000.0,27,3,not graduate,no,Approved
42.0,18273.0,763.0,12322.0,18,3,graduate,no,Approved
34.0,26302.0,667.0,37620.0,10,4,not graduate,no,Approved
55.0,57275.01202749141,850.0,98538.0,35,4,not graduate,no,Approved
50.0,60950.0,685.0273504273505,90114.0,24,3,graduate,yes,Approved
36.0,40642.0,578.0,15224.0,13,0,graduate,no,Approved
38.0,55632.0,619.0,17145.0,14,3,not graduate,no,Approved
35.0,63065.0,729.0,122948.0,11,3,not graduate,no,Approved
23.0,18000.0,815.0,23824.0,0,3,graduate,no,Approved
26.0,77138.0,725.0,87499.0,0,2,graduate,no,Approved
29.0,49523.0,678.0,56681.0,6,0,graduate,no,Approved
56.0,57275.01202749141,621.0,99234.0,30,0,graduate,no,Approved
54.0,57684.0,723.0,31763.0,28,3,graduate,no,Approved
24.0,47267.0,744.0,32547.0,0,1,graduate,no,Approved
38.0,45226.0,697.0,41485.0,11,2,graduate,no,Approved
24.0,88052.0,644.0,80176.0,3,3,graduate,no,Approved
26.0,93550.0,709.0,89276.0,5,1,graduate,no,Approved
45.0,45609.0,850.0,55351.0,17,4,graduate,no,Approved
49.0,63413.0,583.0,141561.0,20,4,graduate,no,Rejected
30.0,33036.0,801.0,56831.0,7,1,not graduate,no,Approved
41.45128205128205,79784.0,685.0273504273505,165235.0,1,1,graduate,no,Approved
36.0,104955.0,562.0,180000.0,16,1,not graduate,no,Rejected
53.0,86715.0,689.0,25307.0,26,3,not graduate,no,Approved
32.0,68433.0,635.0,140549.0,3,1,graduate,no,Approved
44.0,42851.0,777.0,83815.0,22,4,graduate,no,Approved
42.0,31206.0,698.0,27717.0,19,3,graduate,no,Approved
23.0,42626.0,808.0,86841.0,0,2,graduate,no,Approved
49.0,43433.0,676.0,72007.81615120274,25,1,graduate,no,Approved
45.0,39778.0,685.0273504273505,31061.0,25,3,graduate,no,Approved
29.0,39606.0,766.0,81658.0,5,2,graduate,no,Approved
56.0,36303.0,663.0,62815.0,28,4,graduate,yes,Approved
29.0,89125.0,631.0,62822.0,7,2,graduate,no,Approved
56.0,73051.0,639.0,79102.0,30,2,graduate,no,Approved
48.0,35319.0,661.0,42138.0,26,2,not graduate,no,Approved
50.0,41547.0,577.0,80121.0,26,0,graduate,no,Approved
120.0,85071.0,584.0,100707.0,2,1,graduate,no,Rejected
32.0,18000.0,720.0,36901.0,12,2,graduate,no,Approved
52.0,62647.0,669.0,99696.0,32,0,graduate,no,Approved
44.0,84599.0,711.0,27779.0,24,1,graduate,no,Approved
5.0,44678.0,659.0,81815.0,17,4,graduate,no,Approved
42.0,27476.0,685.0273504273505,5000.0,22,4,graduate,no,Approved
42.0,94874.0,614.0,178705.0,19,2,graduate,yes,Approved
42.0,56303.0,589.0,27821.0,14,1,not graduate,no,Approved
44.0,63165.0,800.0,69831.0,22,2,graduate,no,Approved
41.45128205128205,61289.0,805.0,34812.0,27,0,not graduate,no,Approved
58.0,18000.0,677.0,33195.0,35,2,graduate,no,Approved
55.0,67846.0,574.0,33340.0,28,0,graduate,no,Approved
44.0,43753.0,685.0273504273505,27336.0,19,3,graduate,no,Approved
53.0,53997.0,737.0,81950.0,25,4,graduate,yes,Approved
23.0,95626.0,635.0,20452.0,2,2,not graduate,no,Approved
37.0,91882.0,701.0,45509.0,10,2,graduate,no,Approved
52.0,65371.0,709.0,63798.0,28,2,graduate,no,Approved
36.0,78467.0,685.0273504273505,133484.0,12,2,not graduate,no,Approved
46.0,63449.0,806.0,126519.0,19,0,graduate,no,Approved
59.0,36688.0,685.0273504273505,5000.0,35,1,graduate,yes,Approved
59.0,69304.0,805.0,120896.0,34,4,graduate,no,Approved
55.0,32734.0,620.0,15727.0,30,0,graduate,no,Approved
41.0,56034.0,631.0,57128.0,16,3,graduate,no,Approved
44.0,48190.0,673.0,33777.0,20,4,not graduate,no,Approved
24.0,69846.0,768.0,120052.0,1,1,not graduate,no,Approved
57.0,66656.0,669.0,73625.0,32,4,graduate,no,Approved
58.0,59358.0,627.0,70850.0,29,1,not graduate,yes,Approved
44.0,50180.0,675.0,98868.0,19,2,graduate,no,Approved
59.0,93958.0,610.0,180000.0,30,2,graduate,no,Approved
25.0,78169.0,694.0,28767.0,0,2,graduate,no,Approved
39.0,38920.0,681.0,17944.0,15,3,not graduate,no,Approved
54.0,50952.0,532.0,61036.0,28,0,graduate,no,Approved
38.0,47059.0,709.0,71255.0,18,1,not graduate,no,Approved
41.45128205128205,49743.0,745.0,43324.0,16,1,graduate,yes,Approved
53.0,57275.01202749141,654.0,61822.0,30,2,graduate,no,Approved
57.0,34113.0,637.0,36725.0,35,0,graduate,no,Approved
28.0,42332.0,706.0,56204.0,70,1,graduate,no,Approved
27.0,53912.0,730.0,97600.0,7,0,not graduate,no,Approved
44.0,43012.0,784.0,59099.0,24,2,not graduate,no,Approved
60.0,49063.0,679.0,76866.0,35,0,not graduate,yes,Approved
30.0,40970.0,773.0,76485.0,3,3,graduate,no,Approved
35.0,67385.0,670.0,128100.0,12,3,graduate,yes,Approved
22.0,55115.0,684.0,106344.0,2,4,graduate,yes,Rejected
38.0,66089.0,700.0,125456.0,13,1,graduate,no,Approved
47.0,92117.0,661.0,112690.0,22,3,graduate,yes,Approved
37.0,49084.0,530.0,56922.0,17,0,graduate,yes,Approved
53.0,74572.0,700.0,138755.0,29,3,graduate,no,Approved
57.0,38360.0,709.0,62037.0,31,3,graduate,no,Approved
